date,visitor,home,visitor_points,home_points
2015-12-07,Dallas Mavericks,New York Knicks,104.0,97.0
2015-12-07,Portland Trail Blazers,Milwaukee Bucks,88.0,90.0
2015-12-07,Phoenix Suns,Chicago Bulls,103.0,101.0
2015-12-07,San Antonio Spurs,Philadelphia 76ers,119.0,68.0
2015-12-08,Houston Rockets,Brooklyn Nets,105.0,110.0
2015-12-08,Oklahoma City Thunder,Memphis Grizzlies,125.0,88.0
2015-12-08,Golden State Warriors,Indiana Pacers,131.0,123.0
2015-12-08,Utah Jazz,Sacramento Kings,106.0,114.0
2015-12-08,Portland Trail Blazers,Cleveland Cavaliers,100.0,105.0
2015-12-08,Orlando Magic,Denver Nuggets,85.0,74.0
2015-12-09,Chicago Bulls,Boston Celtics,100.0,105.0
2015-12-09,Houston Rockets,Washington Wizards,109.0,103.0
2015-12-09,LA Clippers,Milwaukee Bucks,109.0,95.0
2015-12-09,Orlando Magic,Phoenix Suns,104.0,107.0
2015-12-09,Los Angeles Lakers,Minnesota Timberwolves,122.0,123.0
2015-12-09,San Antonio Spurs,Toronto Raptors,94.0,97.0
2015-12-09,Miami Heat,Charlotte Hornets,81.0,99.0
2015-12-09,New York Knicks,Utah Jazz,85.0,106.0
2015-12-09,Memphis Grizzlies,Detroit Pistons,93.0,92.0
2015-12-09,Atlanta Hawks,Dallas Mavericks,98.0,95.0
2015-12-10,Atlanta Hawks,Oklahoma City Thunder,94.0,107.0
2015-12-10,New York Knicks,Sacramento Kings,97.0,99.0
2015-12-10,LA Clippers,Chicago Bulls,80.0,83.0
2015-12-10,Philadelphia 76ers,Brooklyn Nets,91.0,100.0
2015-12-11,Milwaukee Bucks,Toronto Raptors,83.0,90.0
2015-12-11,Los Angeles Lakers,San Antonio Spurs,87.0,109.0
2015-12-11,Cleveland Cavaliers,Orlando Magic,111.0,76.0
2015-12-11,Portland Trail Blazers,Phoenix Suns,106.0,96.0
2015-12-11,Oklahoma City Thunder,Utah Jazz,94.0,90.0
2015-12-11,Golden State Warriors,Boston Celtics,124.0,119.0
2015-12-11,Charlotte Hornets,Memphis Grizzlies,123.0,99.0
2015-12-11,Washington Wizards,New Orleans Pelicans,105.0,107.0
2015-12-11,Miami Heat,Indiana Pacers,83.0,96.0
2015-12-11,Detroit Pistons,Philadelphia 76ers,107.0,95.0
2015-12-11,Minnesota Timberwolves,Denver Nuggets,108.0,111.0
2015-12-12,Boston Celtics,Charlotte Hornets,98.0,93.0
2015-12-12,New York Knicks,Portland Trail Blazers,112.0,110.0
2015-12-12,New Orleans Pelicans,Chicago Bulls,94.0,98.0
2015-12-12,Los Angeles Lakers,Houston Rockets,97.0,126.0
2015-12-12,Indiana Pacers,Detroit Pistons,96.0,118.0
2015-12-12,LA Clippers,Brooklyn Nets,105.0,100.0
2015-12-12,San Antonio Spurs,Atlanta Hawks,103.0,78.0
2015-12-12,Golden State Warriors,Milwaukee Bucks,95.0,108.0
2015-12-12,Washington Wizards,Dallas Mavericks,114.0,111.0
2015-12-13,Memphis Grizzlies,Miami Heat,97.0,100.0
2015-12-13,Utah Jazz,Oklahoma City Thunder,98.0,104.0
2015-12-13,Minnesota Timberwolves,Phoenix Suns,101.0,108.0
2015-12-13,Philadelphia 76ers,Toronto Raptors,76.0,96.0
2015-12-14,Washington Wizards,Memphis Grizzlies,95.0,112.0
2015-12-14,New Orleans Pelicans,Portland Trail Blazers,101.0,105.0
2015-12-14,Toronto Raptors,Indiana Pacers,90.0,106.0
2015-12-14,Utah Jazz,San Antonio Spurs,81.0,118.0
2015-12-14,Philadelphia 76ers,Chicago Bulls,96.0,115.0
2015-12-14,Houston Rockets,Denver Nuggets,108.0,114.0
2015-12-14,Miami Heat,Atlanta Hawks,100.0,88.0
2015-12-14,LA Clippers,Detroit Pistons,105.0,103.0
2015-12-14,Orlando Magic,Brooklyn Nets,105.0,82.0
2015-12-14,Phoenix Suns,Dallas Mavericks,94.0,104.0
2015-12-15,Cleveland Cavaliers,Boston Celtics,89.0,77.0
2015-12-15,Denver Nuggets,Minnesota Timberwolves,112.0,100.0
2015-12-15,Milwaukee Bucks,Los Angeles Lakers,95.0,113.0
2015-12-15,Houston Rockets,Sacramento Kings,97.0,107.0
2015-12-16,Boston Celtics,Detroit Pistons,116.0,119.0
2015-12-16,Minnesota Timberwolves,New York Knicks,102.0,107.0
2015-12-16,Philadelphia 76ers,Atlanta Hawks,106.0,127.0
2015-12-16,Charlotte Hornets,Orlando Magic,98.0,113.0
2015-12-16,Memphis Grizzlies,Chicago Bulls,85.0,98.0
2015-12-16,Milwaukee Bucks,LA Clippers,90.0,103.0
2015-12-16,Miami Heat,Brooklyn Nets,104.0,98.0
2015-12-16,Dallas Mavericks,Indiana Pacers,81.0,107.0
2015-12-16,Portland Trail Blazers,Oklahoma City Thunder,90.0,106.0
2015-12-16,New Orleans Pelicans,Utah Jazz,104.0,94.0
2015-12-16,Phoenix Suns,Golden State Warriors,103.0,128.0
2015-12-16,Washington Wizards,San Antonio Spurs,95.0,114.0
2015-12-17,Houston Rockets,Los Angeles Lakers,107.0,87.0
2015-12-17,Toronto Raptors,Charlotte Hornets,99.0,109.0
2015-12-17,Oklahoma City Thunder,Cleveland Cavaliers,100.0,104.0
2015-12-18,New Orleans Pelicans,Phoenix Suns,88.0,104.0
2015-12-18,Brooklyn Nets,Indiana Pacers,97.0,104.0
2015-12-18,Toronto Raptors,Miami Heat,108.0,94.0
2015-12-18,Milwaukee Bucks,Golden State Warriors,112.0,121.0
2015-12-18,LA Clippers,San Antonio Spurs,107.0,115.0
2015-12-18,Detroit Pistons,Chicago Bulls,147.0,144.0
2015-12-18,Atlanta Hawks,Boston Celtics,109.0,101.0
2015-12-18,Memphis Grizzlies,Dallas Mavericks,88.0,97.0
2015-12-18,Portland Trail Blazers,Orlando Magic,94.0,102.0
2015-12-18,Denver Nuggets,Utah Jazz,88.0,97.0
2015-12-18,New York Knicks,Philadelphia 76ers,107.0,97.0
2015-12-18,Sacramento Kings,Minnesota Timberwolves,95.0,99.0
2015-12-19,Charlotte Hornets,Washington Wizards,101.0,109.0
2015-12-19,Los Angeles Lakers,Oklahoma City Thunder,78.0,118.0
2015-12-19,Indiana Pacers,Memphis Grizzlies,84.0,96.0
2015-12-19,LA Clippers,Houston Rockets,97.0,107.0
2015-12-19,Chicago Bulls,New York Knicks,91.0,107.0
2015-12-20,Portland Trail Blazers,Miami Heat,109.0,116.0
2015-12-20,Milwaukee Bucks,Phoenix Suns,101.0,95.0
2015-12-20,New Orleans Pelicans,Denver Nuggets,130.0,125.0
2015-12-20,Atlanta Hawks,Orlando Magic,103.0,100.0
2015-12-20,Minnesota Timberwolves,Brooklyn Nets,100.0,85.0
2015-12-20,Philadelphia 76ers,Cleveland Cavaliers,86.0,108.0
2015-12-20,Sacramento Kings,Toronto Raptors,104.0,94.0
2015-12-21,Oklahoma City Thunder,LA Clippers,100.0,99.0
2015-12-21,Minnesota Timberwolves,Boston Celtics,99.0,113.0
2015-12-21,Brooklyn Nets,Chicago Bulls,105.0,102.0
2015-12-21,Charlotte Hornets,Houston Rockets,95.0,102.0
2015-12-21,Orlando Magic,New York Knicks,107.0,99.0
2015-12-21,Sacramento Kings,Washington Wizards,99.0,113.0
2015-12-21,Indiana Pacers,San Antonio Spurs,92.0,106.0
2015-12-21,Phoenix Suns,Utah Jazz,89.0,110.0
2015-12-21,Portland Trail Blazers,Atlanta Hawks,97.0,106.0
2015-12-22,Detroit Pistons,Miami Heat,93.0,92.0
2015-12-22,Los Angeles Lakers,Denver Nuggets,111.0,107.0
2015-12-22,Dallas Mavericks,Toronto Raptors,99.0,103.0
2015-12-22,Memphis Grizzlies,Philadelphia 76ers,104.0,90.0
2015-12-23,Denver Nuggets,Phoenix Suns,104.0,96.0
2015-12-23,Memphis Grizzlies,Washington Wizards,91.0,100.0
2015-12-23,Sacramento Kings,Indiana Pacers,108.0,106.0
2015-12-23,Philadelphia 76ers,Milwaukee Bucks,100.0,113.0
2015-12-23,Boston Celtics,Charlotte Hornets,102.0,89.0
2015-12-23,Houston Rockets,Orlando Magic,101.0,104.0
2015-12-23,San Antonio Spurs,Minnesota Timberwolves,108.0,83.0
2015-12-23,Dallas Mavericks,Brooklyn Nets,119.0,118.0
2015-12-23,New York Knicks,Cleveland Cavaliers,84.0,91.0
2015-12-23,Detroit Pistons,Atlanta Hawks,100.0,107.0
2015-12-23,Portland Trail Blazers,New Orleans Pelicans,89.0,115.0
2015-12-23,Oklahoma City Thunder,Los Angeles Lakers,120.0,85.0
2015-12-23,Utah Jazz,Golden State Warriors,85.0,103.0
2015-12-25,Chicago Bulls,Oklahoma City Thunder,105.0,96.0
2015-12-25,LA Clippers,Los Angeles Lakers,94.0,84.0
2015-12-25,Cleveland Cavaliers,Golden State Warriors,83.0,89.0
2015-12-25,San Antonio Spurs,Houston Rockets,84.0,88.0
2015-12-25,New Orleans Pelicans,Miami Heat,88.0,94.0
2015-12-26,Boston Celtics,Detroit Pistons,99.0,93.0
2015-12-26,Toronto Raptors,Milwaukee Bucks,111.0,90.0
2015-12-26,Philadelphia 76ers,Phoenix Suns,111.0,104.0
2015-12-26,Indiana Pacers,Minnesota Timberwolves,102.0,88.0
2015-12-26,Houston Rockets,New Orleans Pelicans,108.0,110.0
2015-12-26,Cleveland Cavaliers,Portland Trail Blazers,76.0,105.0
2015-12-26,Denver Nuggets,San Antonio Spurs,86.0,101.0
2015-12-26,Washington Wizards,Brooklyn Nets,111.0,96.0
2015-12-26,Miami Heat,Orlando Magic,108.0,101.0
2015-12-26,New York Knicks,Atlanta Hawks,98.0,117.0
2015-12-26,Memphis Grizzlies,Charlotte Hornets,92.0,98.0
2015-12-26,LA Clippers,Utah Jazz,109.0,104.0
2015-12-26,Chicago Bulls,Dallas Mavericks,111.0,118.0
2015-12-27,New York Knicks,Boston Celtics,91.0,100.0
2015-12-27,Denver Nuggets,Oklahoma City Thunder,112.0,122.0
2015-12-27,Portland Trail Blazers,Sacramento Kings,98.0,94.0
2015-12-27,Los Angeles Lakers,Memphis Grizzlies,96.0,112.0
2015-12-28,Philadelphia 76ers,Utah Jazz,91.0,95.0
2015-12-28,Los Angeles Lakers,Charlotte Hornets,98.0,108.0
2015-12-28,Sacramento Kings,Golden State Warriors,103.0,122.0
2015-12-28,Milwaukee Bucks,Dallas Mavericks,93.0,103.0
2015-12-28,Minnesota Timberwolves,San Antonio Spurs,95.0,101.0
2015-12-28,Atlanta Hawks,Indiana Pacers,87.0,93.0
2015-12-28,LA Clippers,Washington Wizards,108.0,91.0
2015-12-28,New Orleans Pelicans,Orlando Magic,89.0,104.0
2015-12-28,Cleveland Cavaliers,Phoenix Suns,101.0,97.0
2015-12-28,Brooklyn Nets,Miami Heat,111.0,105.0
2015-12-28,Toronto Raptors,Chicago Bulls,97.0,104.0
2015-12-29,Detroit Pistons,New York Knicks,96.0,108.0
2015-12-29,Milwaukee Bucks,Oklahoma City Thunder,123.0,131.0
2015-12-29,Miami Heat,Memphis Grizzlies,90.0,99.0
2015-12-29,Atlanta Hawks,Houston Rockets,121.0,115.0
2015-12-29,Cleveland Cavaliers,Denver Nuggets,93.0,87.0
2015-12-30,Denver Nuggets,Portland Trail Blazers,103.0,110.0
2015-12-30,Los Angeles Lakers,Boston Celtics,112.0,104.0
2015-12-30,Brooklyn Nets,Orlando Magic,93.0,100.0
2015-12-30,Washington Wizards,Toronto Raptors,91.0,94.0
2015-12-30,Indiana Pacers,Chicago Bulls,100.0,102.0
2015-12-30,Utah Jazz,Minnesota Timberwolves,80.0,94.0
2015-12-30,Philadelphia 76ers,Sacramento Kings,110.0,105.0
2015-12-30,Golden State Warriors,Dallas Mavericks,91.0,114.0
2015-12-30,LA Clippers,Charlotte Hornets,122.0,117.0
2015-12-30,Phoenix Suns,San Antonio Spurs,79.0,112.0
2015-12-31,Portland Trail Blazers,Utah Jazz,96.0,109.0
2015-12-31,Milwaukee Bucks,Indiana Pacers,120.0,116.0
2015-12-31,LA Clippers,New Orleans Pelicans,95.0,89.0
2015-12-31,Phoenix Suns,Oklahoma City Thunder,106.0,110.0
2015-12-31,Golden State Warriors,Houston Rockets,114.0,110.0
2015-12-31,Minnesota Timberwolves,Detroit Pistons,90.0,115.0
2016-01-01,Dallas Mavericks,Miami Heat,82.0,106.0
2016-01-01,Philadelphia 76ers,Los Angeles Lakers,84.0,93.0
2016-01-01,Charlotte Hornets,Toronto Raptors,94.0,104.0
2016-01-01,Orlando Magic,Washington Wizards,91.0,103.0
2016-01-01,New York Knicks,Chicago Bulls,81.0,108.0
2016-01-02,Orlando Magic,Cleveland Cavaliers,79.0,104.0
2016-01-02,Brooklyn Nets,Boston Celtics,100.0,97.0
2016-01-02,Memphis Grizzlies,Utah Jazz,87.0,92.0
2016-01-02,Phoenix Suns,Sacramento Kings,119.0,142.0
2016-01-02,New Orleans Pelicans,Dallas Mavericks,105.0,98.0
2016-01-02,Detroit Pistons,Indiana Pacers,82.0,94.0
2016-01-02,Milwaukee Bucks,Minnesota Timberwolves,95.0,85.0
2016-01-02,Oklahoma City Thunder,Charlotte Hornets,109.0,90.0
2016-01-02,Denver Nuggets,Golden State Warriors,108.0,111.0
2016-01-02,Philadelphia 76ers,LA Clippers,99.0,130.0
2016-01-02,Houston Rockets,San Antonio Spurs,103.0,121.0
2016-01-03,Chicago Bulls,Toronto Raptors,115.0,113.0
2016-01-03,Phoenix Suns,Los Angeles Lakers,77.0,97.0
2016-01-03,Miami Heat,Washington Wizards,97.0,75.0
2016-01-03,Portland Trail Blazers,Denver Nuggets,112.0,106.0
2016-01-03,Atlanta Hawks,New York Knicks,97.0,111.0
2016-01-04,Charlotte Hornets,Golden State Warriors,101.0,111.0
2016-01-04,Toronto Raptors,Cleveland Cavaliers,100.0,122.0
2016-01-04,Houston Rockets,Utah Jazz,93.0,91.0
2016-01-04,San Antonio Spurs,Milwaukee Bucks,123.0,98.0
2016-01-04,Orlando Magic,Detroit Pistons,89.0,115.0
2016-01-04,Sacramento Kings,Oklahoma City Thunder,116.0,104.0
2016-01-04,Minnesota Timberwolves,Philadelphia 76ers,99.0,109.0
2016-01-04,Indiana Pacers,Miami Heat,100.0,103.0
2016-01-04,Memphis Grizzlies,Portland Trail Blazers,91.0,78.0
2016-01-04,Boston Celtics,Brooklyn Nets,103.0,94.0
2016-01-05,New York Knicks,Atlanta Hawks,107.0,101.0
2016-01-05,Milwaukee Bucks,Chicago Bulls,106.0,117.0
2016-01-05,Sacramento Kings,Dallas Mavericks,116.0,117.0
2016-01-05,Golden State Warriors,Los Angeles Lakers,109.0,88.0
2016-01-06,Indiana Pacers,Orlando Magic,95.0,86.0
2016-01-06,Memphis Grizzlies,Oklahoma City Thunder,94.0,112.0
2016-01-06,Toronto Raptors,Brooklyn Nets,91.0,74.0
2016-01-06,Cleveland Cavaliers,Washington Wizards,121.0,115.0
2016-01-06,Dallas Mavericks,New Orleans Pelicans,100.0,91.0
2016-01-06,New York Knicks,Miami Heat,98.0,90.0
2016-01-06,Charlotte Hornets,Phoenix Suns,102.0,111.0
2016-01-06,Detroit Pistons,Boston Celtics,99.0,94.0
2016-01-06,Denver Nuggets,Minnesota Timberwolves,78.0,74.0
2016-01-06,LA Clippers,Portland Trail Blazers,109.0,98.0
2016-01-06,Utah Jazz,San Antonio Spurs,98.0,123.0
2016-01-07,Los Angeles Lakers,Sacramento Kings,115.0,118.0
2016-01-07,Atlanta Hawks,Philadelphia 76ers,126.0,98.0
2016-01-07,Utah Jazz,Houston Rockets,94.0,103.0
2016-01-07,Boston Celtics,Chicago Bulls,92.0,101.0
2016-01-08,Cleveland Cavaliers,Minnesota Timberwolves,125.0,99.0
2016-01-08,Oklahoma City Thunder,Los Angeles Lakers,117.0,113.0
2016-01-08,Indiana Pacers,New Orleans Pelicans,91.0,86.0
2016-01-08,Miami Heat,Phoenix Suns,103.0,95.0
2016-01-08,Golden State Warriors,Portland Trail Blazers,128.0,108.0
2016-01-08,Dallas Mavericks,Milwaukee Bucks,95.0,96.0
2016-01-08,Orlando Magic,Brooklyn Nets,83.0,77.0
2016-01-08,Denver Nuggets,Memphis Grizzlies,84.0,91.0
2016-01-08,Toronto Raptors,Washington Wizards,97.0,88.0
2016-01-08,New York Knicks,San Antonio Spurs,99.0,100.0
2016-01-09,Brooklyn Nets,Detroit Pistons,89.0,103.0
2016-01-09,Chicago Bulls,Atlanta Hawks,105.0,120.0
2016-01-09,Charlotte Hornets,LA Clippers,83.0,97.0
2016-01-09,Golden State Warriors,Sacramento Kings,128.0,116.0
2016-01-09,Washington Wizards,Orlando Magic,105.0,99.0
2016-01-09,Miami Heat,Utah Jazz,83.0,98.0
2016-01-09,Toronto Raptors,Philadelphia 76ers,108.0,95.0
2016-01-10,New Orleans Pelicans,LA Clippers,111.0,114.0
2016-01-10,Milwaukee Bucks,New York Knicks,88.0,100.0
2016-01-10,Boston Celtics,Memphis Grizzlies,98.0,101.0
2016-01-10,Oklahoma City Thunder,Portland Trail Blazers,110.0,115.0
2016-01-10,Cleveland Cavaliers,Philadelphia 76ers,95.0,85.0
2016-01-10,Utah Jazz,Los Angeles Lakers,86.0,74.0
2016-01-10,Charlotte Hornets,Denver Nuggets,92.0,95.0
2016-01-10,Indiana Pacers,Houston Rockets,103.0,107.0
2016-01-10,Dallas Mavericks,Minnesota Timberwolves,93.0,87.0
2016-01-11,San Antonio Spurs,Brooklyn Nets,106.0,79.0
2016-01-11,Washington Wizards,Chicago Bulls,114.0,100.0
2016-01-11,Miami Heat,Golden State Warriors,103.0,111.0
2016-01-12,San Antonio Spurs,Detroit Pistons,109.0,99.0
2016-01-12,Houston Rockets,Memphis Grizzlies,107.0,91.0
2016-01-12,Chicago Bulls,Milwaukee Bucks,101.0,106.0
2016-01-12,Phoenix Suns,Indiana Pacers,97.0,116.0
2016-01-12,Cleveland Cavaliers,Dallas Mavericks,110.0,107.0
2016-01-12,Boston Celtics,New York Knicks,114.0,120.0
2016-01-12,Oklahoma City Thunder,Minnesota Timberwolves,101.0,96.0
2016-01-12,New Orleans Pelicans,Los Angeles Lakers,91.0,95.0
2016-01-13,Golden State Warriors,Denver Nuggets,110.0,112.0
2016-01-13,Dallas Mavericks,Oklahoma City Thunder,89.0,108.0
2016-01-13,New Orleans Pelicans,Sacramento Kings,109.0,97.0
2016-01-13,New York Knicks,Brooklyn Nets,104.0,110.0
2016-01-13,Miami Heat,LA Clippers,90.0,104.0
2016-01-13,Minnesota Timberwolves,Houston Rockets,104.0,107.0
2016-01-13,Milwaukee Bucks,Washington Wizards,101.0,106.0
2016-01-13,Utah Jazz,Portland Trail Blazers,85.0,99.0
2016-01-13,Indiana Pacers,Boston Celtics,94.0,103.0
2016-01-13,Atlanta Hawks,Charlotte Hornets,84.0,107.0
2016-01-14,Cleveland Cavaliers,San Antonio Spurs,95.0,99.0
2016-01-14,Detroit Pistons,Memphis Grizzlies,101.0,103.0
2016-01-14,Toronto Raptors,Orlando Magic,106.0,103.0
2016-01-14,Los Angeles Lakers,Golden State Warriors,98.0,116.0
2016-01-14,Sacramento Kings,Utah Jazz,103.0,101.0
2016-01-14,Chicago Bulls,Philadelphia 76ers,115.0,111.0
2016-01-15,Charlotte Hornets,New Orleans Pelicans,107.0,109.0
2016-01-15,Minnesota Timberwolves,Oklahoma City Thunder,93.0,113.0
2016-01-15,Dallas Mavericks,Chicago Bulls,83.0,77.0
2016-01-15,Miami Heat,Denver Nuggets,98.0,95.0
2016-01-15,Atlanta Hawks,Milwaukee Bucks,101.0,108.0
2016-01-15,Portland Trail Blazers,Brooklyn Nets,116.0,104.0
2016-01-15,Washington Wizards,Indiana Pacers,118.0,104.0
2016-01-15,Cleveland Cavaliers,Houston Rockets,91.0,77.0
2016-01-15,Phoenix Suns,Boston Celtics,103.0,117.0
2016-01-16,Los Angeles Lakers,Utah Jazz,82.0,109.0
2016-01-16,Brooklyn Nets,Atlanta Hawks,86.0,114.0
2016-01-16,Sacramento Kings,LA Clippers,110.0,103.0
2016-01-16,Boston Celtics,Washington Wizards,119.0,117.0
2016-01-16,New York Knicks,Memphis Grizzlies,95.0,103.0
2016-01-16,Golden State Warriors,Detroit Pistons,95.0,113.0
2016-01-16,Portland Trail Blazers,Philadelphia 76ers,89.0,114.0
2016-01-16,Milwaukee Bucks,Charlotte Hornets,105.0,92.0
2016-01-17,Indiana Pacers,Denver Nuggets,126.0,129.0
2016-01-17,Phoenix Suns,Minnesota Timberwolves,87.0,117.0
2016-01-17,Houston Rockets,Los Angeles Lakers,112.0,95.0
2016-01-17,Miami Heat,Oklahoma City Thunder,74.0,99.0
2016-01-17,Dallas Mavericks,San Antonio Spurs,83.0,112.0
2016-01-18,Utah Jazz,Charlotte Hornets,119.0,124.0
2016-01-18,Portland Trail Blazers,Washington Wizards,108.0,98.0
2016-01-18,Boston Celtics,Dallas Mavericks,113.0,118.0
2016-01-18,Houston Rockets,LA Clippers,132.0,140.0
2016-01-18,Orlando Magic,Atlanta Hawks,81.0,98.0
2016-01-18,Philadelphia 76ers,New York Knicks,113.0,119.0
2016-01-18,Brooklyn Nets,Toronto Raptors,100.0,112.0
2016-01-18,Golden State Warriors,Cleveland Cavaliers,132.0,98.0
2016-01-18,New Orleans Pelicans,Memphis Grizzlies,99.0,101.0
2016-01-18,Chicago Bulls,Detroit Pistons,111.0,101.0
2016-01-19,Indiana Pacers,Phoenix Suns,97.0,94.0
2016-01-19,Minnesota Timberwolves,New Orleans Pelicans,99.0,114.0
2016-01-19,Milwaukee Bucks,Miami Heat,91.0,79.0
2016-01-19,Oklahoma City Thunder,Denver Nuggets,110.0,104.0
2016-01-20,Sacramento Kings,Los Angeles Lakers,112.0,93.0
2016-01-20,Minnesota Timberwolves,Dallas Mavericks,94.0,106.0
2016-01-20,Detroit Pistons,Houston Rockets,123.0,114.0
2016-01-20,Golden State Warriors,Chicago Bulls,125.0,94.0
2016-01-20,Cleveland Cavaliers,Brooklyn Nets,91.0,78.0
2016-01-20,Atlanta Hawks,Portland Trail Blazers,104.0,98.0
2016-01-20,Philadelphia 76ers,Orlando Magic,96.0,87.0
2016-01-20,Miami Heat,Washington Wizards,87.0,106.0
2016-01-20,Utah Jazz,New York Knicks,111.0,118.0
2016-01-20,Boston Celtics,Toronto Raptors,109.0,115.0
2016-01-20,Charlotte Hornets,Oklahoma City Thunder,95.0,109.0
2016-01-21,Detroit Pistons,New Orleans Pelicans,99.0,115.0
2016-01-21,Atlanta Hawks,Sacramento Kings,88.0,91.0
2016-01-21,Memphis Grizzlies,Denver Nuggets,102.0,101.0
2016-01-21,LA Clippers,Cleveland Cavaliers,102.0,115.0
2016-01-21,San Antonio Spurs,Phoenix Suns,117.0,89.0
2016-01-22,Oklahoma City Thunder,Dallas Mavericks,109.0,106.0
2016-01-22,Chicago Bulls,Boston Celtics,101.0,110.0
2016-01-22,Charlotte Hornets,Orlando Magic,120.0,116.0
2016-01-22,Miami Heat,Toronto Raptors,81.0,101.0
2016-01-22,Indiana Pacers,Golden State Warriors,110.0,122.0
2016-01-22,San Antonio Spurs,Los Angeles Lakers,108.0,95.0
2016-01-22,Milwaukee Bucks,Houston Rockets,98.0,102.0
2016-01-22,Utah Jazz,Brooklyn Nets,108.0,86.0
2016-01-22,LA Clippers,New York Knicks,116.0,88.0
2016-01-23,Indiana Pacers,Sacramento Kings,97.0,108.0
2016-01-23,Milwaukee Bucks,New Orleans Pelicans,99.0,116.0
2016-01-23,Chicago Bulls,Cleveland Cavaliers,96.0,83.0
2016-01-23,Atlanta Hawks,Phoenix Suns,95.0,98.0
2016-01-23,New York Knicks,Charlotte Hornets,84.0,97.0
2016-01-23,Detroit Pistons,Denver Nuggets,101.0,104.0
2016-01-23,Memphis Grizzlies,Minnesota Timberwolves,101.0,106.0
2016-01-23,Los Angeles Lakers,Portland Trail Blazers,103.0,121.0
2016-01-24,LA Clippers,Toronto Raptors,94.0,112.0
2016-01-24,Oklahoma City Thunder,Brooklyn Nets,106.0,116.0
2016-01-24,Dallas Mavericks,Houston Rockets,104.0,115.0
2016-01-24,Boston Celtics,Philadelphia 76ers,112.0,92.0
2016-01-25,San Antonio Spurs,Golden State Warriors,90.0,120.0
2016-01-25,Miami Heat,Chicago Bulls,89.0,84.0
2016-01-25,Boston Celtics,Washington Wizards,116.0,91.0
2016-01-25,Detroit Pistons,Utah Jazz,95.0,92.0
2016-01-25,Atlanta Hawks,Denver Nuggets,119.0,105.0
2016-01-25,Orlando Magic,Memphis Grizzlies,102.0,108.0
2016-01-25,Houston Rockets,New Orleans Pelicans,112.0,111.0
2016-01-25,Minnesota Timberwolves,Cleveland Cavaliers,107.0,114.0
2016-01-25,Charlotte Hornets,Sacramento Kings,129.0,128.0
2016-01-26,Oklahoma City Thunder,New York Knicks,128.0,122.0
2016-01-26,LA Clippers,Indiana Pacers,91.0,89.0
2016-01-26,Miami Heat,Brooklyn Nets,102.0,98.0
2016-01-26,Dallas Mavericks,Los Angeles Lakers,92.0,90.0
2016-01-26,Washington Wizards,Toronto Raptors,89.0,106.0
2016-01-26,Sacramento Kings,Portland Trail Blazers,97.0,112.0
2016-01-26,Orlando Magic,Milwaukee Bucks,100.0,107.0
2016-01-26,Phoenix Suns,Philadelphia 76ers,103.0,113.0
2016-01-27,LA Clippers,Atlanta Hawks,85.0,83.0
2016-01-27,Charlotte Hornets,Utah Jazz,73.0,102.0
2016-01-27,Denver Nuggets,Boston Celtics,103.0,111.0
2016-01-27,Phoenix Suns,Cleveland Cavaliers,93.0,115.0
2016-01-27,Philadelphia 76ers,Detroit Pistons,97.0,110.0
2016-01-27,Dallas Mavericks,Golden State Warriors,107.0,127.0
2016-01-27,Oklahoma City Thunder,Minnesota Timberwolves,126.0,123.0
2016-01-27,Houston Rockets,San Antonio Spurs,99.0,130.0
2016-01-28,Denver Nuggets,Washington Wizards,117.0,113.0
2016-01-28,Atlanta Hawks,Indiana Pacers,92.0,111.0
2016-01-28,Sacramento Kings,New Orleans Pelicans,105.0,114.0
2016-01-28,Chicago Bulls,Los Angeles Lakers,114.0,91.0
2016-01-28,New York Knicks,Toronto Raptors,93.0,103.0
2016-01-28,Milwaukee Bucks,Memphis Grizzlies,83.0,103.0
2016-01-29,Charlotte Hornets,Portland Trail Blazers,91.0,109.0
2016-01-29,Orlando Magic,Boston Celtics,94.0,113.0
2016-01-29,Los Angeles Lakers,LA Clippers,93.0,105.0
2016-01-29,Miami Heat,Milwaukee Bucks,107.0,103.0
2016-01-29,Cleveland Cavaliers,Detroit Pistons,114.0,106.0
2016-01-29,Brooklyn Nets,Dallas Mavericks,79.0,91.0
2016-01-29,Phoenix Suns,New York Knicks,84.0,102.0
2016-01-29,Houston Rockets,Oklahoma City Thunder,108.0,116.0
2016-01-29,Minnesota Timberwolves,Utah Jazz,90.0,103.0
2016-01-30,Brooklyn Nets,New Orleans Pelicans,103.0,105.0
2016-01-30,Washington Wizards,Houston Rockets,123.0,122.0
2016-01-30,San Antonio Spurs,Cleveland Cavaliers,103.0,117.0
2016-01-30,Detroit Pistons,Toronto Raptors,107.0,111.0
